@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'mati martinezrp no le voy a dar mas bola manu casla mentiroso cagon negador negro y ante todo virgen diria candela '
negative,'david fvg realizing el he will knock four times habría sido más emocionante si a alonzo no me hubiese cagado la serie thanks a lot '
negative,'niallsgold rt lndirectass la gente suele juzgar sin entender nada '
negative,'iri rdgz manera de joder diciendole patabolsa a eve ayer en el shopping con sofy gurifest'
negative,'nbdaigoo これは ρ http t co cij y zrsr'
negative,'leguizamonitati rt estopasoenlatv ultima foto de caua reymond en el sambodromo del carnaval de rio en san luis jorgitoenargentina http t co bwhsg fqo'
negative,'karlamontesa rt lavidadenovios casi en todas las vidas hay un amor imposible o debe haberlo'
negative,'cande leclercq la otra vez lo vi a diegui'
negative,'maurogol armandinho es un cra'
negative,'edenr rt arturovallarino se reporta otra muerte en medio de las protestas en venezuela http t co t p mu bt vía prensacom'
negative,'princcipizza ya todos son poetas '
negative,'gabimgv rt elatrasdecamara te mostraremos las mejores fotos del detrás de cámara de tus películas series favoritas que esperas síguenos htt '
negative,'carlosaugustoh mariaesther holamaria esther sos linda sos una competidora completa t sigo saludos'
negative,'perroz r tanqueta en llamas base aragua intentan apagarla en estos momentos http t co bs lnux dc'
negative,'tiradopau y aún no puedo creerlo '
negative,'debesdesuponer masordinarioque mujeres peleándose por http t co spfgerneyk'
negative,'brenvazquez rt maarasol mas que indirectas lautaro y brenda parece que estan chateando boludo jajajajajajaj'
negative,'solnoriega valeeperuzzi inicio conecta inicio conecta así estoy '
negative,'groconexiones y yo que me considero adicta a las redes sociales pero apago mi teléfono en el cine otro se toman fotos con flash '
negative,'carlosascencio rt realmadrid marcelo hemos luchado pero con un jugador menos es muy difícil http t co hhivm ckl realmadridbarcelona http t co m '
negative,'tefijuarez del aburrimiento me estoy durmiendo uuh jaja'
negative,'ajtb nunca me acuerdo de olvidarte'
negative,'callmeunji callmepcye senasib '
negative,'lunamarquez garcesfrancisco las guarimbas no disparan solo hacen trancas y al que no le gusta no le da derecho a disparar no sea complice de asesinato'
negative,'yosoydelab respondes mucho junto a el quien es ese el my boyfriend http t co wkeomxujzr'
negative,'hey alcayaga sebastianmdfrk nospringtime famaybe camidubidu globiito pues lo mismo q nos dijiste falta a clases perico '
negative,'israel enlacasa el homenaje de los españoles a adolfo suárez paso a paso http t co aq ojbene'
negative,'sofita rt maria enema le ganas una apuesta a un amigo y vos http t co dl l kob d'
negative,'marianarode rt loveandmusic gracias por tu sonrisa haces que todo valga la pena oasis little james'
negative,'jrve burrovan felicidades solo habría que especificar que no es de toda la tv de paga solo los de televisa '
negative,'juniorr rt noticierovv vía gomezmoronvv testigos cuentan que adriana urquiola se estaba bajando de un autobús y un proyectil le impactó en la c '
negative,'danatomia rt padrejosepalmar la oración de san jorge de san benito abad y de san ignacio de loyola son de valiosa intercesión para la lucha contra '
negative,'gastulas jaime paz zamora si la economía nos sacó del mar que la economía nos lo devuelva http t co wgagtrsaf bolivia'
negative,'nicocharzewski que aburrido estoy fsadifoasdfeijw'
negative,'bermeosantiago lasucursaldelcielo vista desde cristo rey por la noche http t co gqvzwirupw'
negative,'brissah hoy son errores mañana son experiencias bob marley'
negative,'kabaca sufrimientos de ingeniero '
negative,'sosftjb ver tvd y escuchar sos me la subio bastantee'
negative,'fervadillo confesaré que un beso tuyo vale más que mil de otra mujer '
negative,'canachocarlos antenagabriel disculpe par q santos para q donamaris estos compardos con nada es lo mismo'
negative,'flaviadurante camarada d estreia de the producers '
negative,'delfigonzalez rt marcanthonydice extraño lo que nunca fue '
negative,'cainecagua todos apostamos a la paz del pais y nadie nos va a sacar de este camino seguiremos acompañando a nicolasmaduro conmadurotriunfalapaz'
negative,'desireevelozo rt elcosodelapizza mientras mas hijo de puta sos mas te quieren que inversa que es la vida loco '
negative,'jackiezambrano rt oswaldocerro anamanga javuaragua hijo de raúl baduel se encuentra en alayón http t co bf uqiz y anahiscruz oswaldocerro '
negative,'brandonbr rt guillecabreragc soy del barcelona pero el arbitro si que se pasa de pendejo y neymar de teatrero '
negative,'magguiilxc rt genterealista capricornio valora a las personas que te sacan una sonrisa son muy pocas '
negative,'nsoytanespecial rt metalketo cadena de seguidores sígueme y te sigo\n retweet\n sigue a todos los rt\n team followback\n sigue a userconocido\n '
negative,'ylimepa naturaleza atardecer http t co j ar yq c'
negative,'esoshombres set de fotos http t co zr uzca z '
negative,'maytetapia rt estextos le conté a mis noches de ti ahora también padecen de insomnio '
negative,'arriola m rt actualfutbol messi vomitó veces en el bernabéu y le dio la victoria al barcelona en el clásico ante el real madrid http t co '
negative,'vipdelawrence tomlinsonhdf piénsalo y cuando te decidas avísame e iremos a luchar '
negative,'marialanaturar teamyamita jorge vergara chivas está dispuesto a ofrecer recompensa para detener a los http t co xc mtcfcfr entra a el link'
negative,'mariagm rt leonardo padron conmovedor cocando dramático llamado de una madre en el metro de caracas contra la dictadura de nicolás maduro htt '
negative,'pedrosopino rt futbol europa psg ibrahimovic chelsea será un rival muy fuerte '
negative,'maunnequin sólo vine a decir que mientras estoy borracho donoban sigue pelando papas chao http t co oxgn daoke'
negative,'anaiza carlos y jose corridos matones y boleros meganorteñas parati http t co zyqjtjbau '
negative,'tevasalaversh untuiteador me gusta tener relación seria no payasada '
negative,'drewftfinchel que aburrido esto'
negative,'lautiirivero vee la vargas se durmioo dejaa me dejo en banda con la jodavirtual'
negative,'estre verde rt adriherz rt licdice por qué hacen esto mega nacada premiostvynovelas http t co u wmutontq dios perdone tanto mugrero en es '
negative,'lidacaliliana cuántas emociones y sentimientos no expresados por miedo o por prudencia que en el fondo del alma van quedando '
negative,'hgedd si lo ves y te preguntas es para mí sí si es para ti pinche puto http t co w ta cbaz'
negative,'fraka social zyaveth te estaba por dar unfollow jaja'
negative,'camila rota rt pibesresentidos acá tiras una indirecta y se sienten tocados todos menos la persona a la que se la tiraste la pelotudez se entrena dí '
negative,'juanluis fv rt pauandreauu siempre que termine cn alguien estara cn x persona es como un comodin que tiene jajajaja que pena'
negative,'luismisalgado necesitas ser responsable a timoteo '
negative,'antocuberli rt pibesresentidos sabes que es lo que más me gusta aww yo amor no las milanesas anda a cocinarme unas dale dale '
negative,'imcodyem rt michaelinhoo da r e t w e e t a este tweet especial sigueme sigue a todos los que den rt vinit mittal followfrain '
negative,'luzelenasierra rt nathisann llora la tierra mueren más de animales por sequía en casanare que podremos hacer soscasanare emergenciambiental '
negative,'carlangasjs bienvenidos a venezuela donde un carro usado sale más caro que el del mismo concesionario '
negative,'ayelover re entretenida estaba con el juego ese ajjaj se pasa ajajja'
negative,'dmksmehappy smileanymore no se entiende esto jamon'
negative,'ciaaralescano cande habra hecho lo de lenguaa '
negative,'chefzilly rt kaffievillano oficialyuri eso así se canta si de voz estás pletórica '
negative,'analorenia rt fatimace muero por ver cuando se arrepientan '
negative,'andreamartnez las quiero mucho gracias por hacerme reir siempre yareglz valeryacardona nalguitas bellas'
negative,'andersons rt claudiapapo rt sealzovenezuela miga s altamira entrego estudiantes escondidos en el baño a gnb nunca entrare a ese local de sapos '
negative,'pf americatv rt karlitos torres pf americatv jcorderique jsolari vvicentelo laprevia laescenciapf'
negative,'jsangronis rt jrodriguezpsuv mientras las redes informan sobre el asesinato de adriana urquiola sus compañeros en venevision transmiten programas de '
negative,'charly casla que bronca me da cuando no tienen ganas de nada ay que disfrutar la vida desps nos arrepentimos de no hacer las cosas'
negative,'mivenezuelamia rt epmonse oremos arcángel s miguel defiéndenos en la lucha se nuestro amparo contra la maldad y las acechanzas del demonio amén buena '
negative,'loutrengen embarcadero esparafisheros'
negative,'h elios hermosa noche para desparramar nuestras ropas por toda la casa '
negative,'luulilucila y a coquetear con demonios no'
negative,'caarrulz esta pelotuda '
negative,'janomusica ese momento donde el hombre finge fortaleza y confronta a la temida cucaracha'
negative,'bettymare rt piedad vzla eldragondeacero guarimberos vierten gasoil en planta potabilizadora de agua en el vallecito mérida eso es un delito de '
negative,'miliso rt gustavoazocara antes de dormir te recomiendo leer el calabozo de la libertad la batalla oculta de nicolas maduro http t co gzb q '
negative,'hey luis sonrío por ti por que me alegra que seas feliz me me entristece que no sea conmigo'
negative,'umilitza rt jgonzlez pedroluisflores lo curioso es que en ese municipio la responsabilidad es del gobernador y no del alcalde en san cristóbal '
negative,'juaan cruzz escuchando musica '
negative,'alexiicabral la comida nomas me entiende c ah'
negative,'yaritzaicrag para siempre nee nada es para siempre c'
negative,'carlostorresc rt aizakc como cuando te quieren hacer cosquillas en el cuello y tu así http t co phjlvgupm'
negative,'dantepiturro catiicasasola no podes ser tan perfecta'
negative,'gach rt anonymousvenezl pranes de tocoron impidieron traslado del hijo del gral baduel alegando no era cárcel para estudiantes m'
negative,'vivalavida buenas noches bendiciones'
negative,'lakarenrivera rt vengatedigo es porque me gusta leer escribir escuchar música y tomar fotos sí y por wannabe '
negative,'mariana rt jesus coronel creo que llego la hora de tambn armarnos y no solo de valor o terminaremos todos exterminados venezuela despertemos '
negative,'melyluk rt letrasvirtuales reconocer los errores es tener un gran acierto '
negative,'paappas si me llegaran hacer una de esas escenas romanticas con rosas velas y todo eso no se lo que haria irme y olvidarlo o enojarme no se '
negative,'nosoyfrida muerete por mi si quieres que por ti me muera '
negative,'ajbromero acabo de publicar una foto http t co spxma tfgo'
negative,'x precanalla rt msarponti sabribojar y florzaccanti las numero en el ovalo de rafaela http t co ewgyest yf'
negative,'oxniajee rt ernicolee no hay sueño mi gente '
negative,'ferrodri agorodriguezz y eso que significa '
negative,'b sequeira rt blancheneiige por qué mi hermana se llama mercedes porque era la marca del coche dónde lo hicimos tu mamá y yo qué romántico '
negative,'jagarciagomez rt anywhocualquier la violencia es el miedo a los ideales de los demás mahatma gandhi\nlo de este régimen es terror pues ya es inevitabl '
negative,'conocido young forever '
negative,'shariiebrendell esiel hermozo nombre el de nuestra hija bbe '
negative,'marioruiz el corrector del iphone de icarolinka la trollea constantemente '
negative,'yvonnedelatorre rt reformacom amplían zona de búsqueda de avión http t co rropi ktrh'
negative,'cesar mtz noo pero miguelito es solo otro pedo '
negative,'canomayor el asco televisivo es sdf no pensé que siguiera existiendo tal aberración '
negative,'hared es mi amiga la señora ardilla '
negative,'socialclub shopper club shopper club club de compras y comunidad social descuentos hasta el gratis http t co cqs qxttjd anuncios'
negative,'jaqui un plan orquestado o una orquesta de muertos maduroasesinolargateya sosvzla'
negative,'raulalvarez rt comsoc tab disfrutan domingo familiar en la feriatabasco lo mejor del edén http t co tzgbsbszyq http t co rdkab slhj'
negative,'iantannery hola si lees esto me debes una milanesa y si lo ignoras me debes dos y si no lo ves tres en fin todos me deben milanesas'
negative,'guardolinda que fiestas tan maalas he pasado yo '
negative,'emiiwtf nuevos seguidores unfollowers tuitutil http t co lttirnljqv'
negative,'generaleshpo publiqué una nueva foto en facebook http t co urbitg lqt'
negative,'sharonavila danielafierro tatiana rivas yo como que sobró en esta conversación'
